latitude,longitude,same_day_top_rank,same_day_brand,day_%_value
41.90209,-88.341734,1,Starbucks,8
41.90209,-88.341734,2,Target,5
41.90209,-88.341734,4,McDonald's,5
26.25412,-81.800212,2,McDonald's,4
26.25412,-81.800212,3,Starbucks,4
26.25412,-81.800212,4,Walmart,4
27.432723,-82.425433,1,Wawa,8
27.432723,-82.425433,3,Starbucks,7
27.432723,-82.425433,4,Walmart,6
35.225363,-80.846154,4,Starbucks,4
26.008429,-80.29492,1,Walmart,7
26.008429,-80.29492,2,Walgreens,4
26.008429,-80.29492,4,Starbucks,3
40.056482,-84.243262,1,McDonald's,14
40.056482,-84.243262,2,Walmart,12
36.271853,-115.207037,1,Target,8
36.271853,-115.207037,2,McDonald's,8
36.271853,-115.207037,3,Walmart,8
28.014693,-82.734446,1,Walmart,7
28.014693,-82.734446,2,Chick-fil-A,5
28.014693,-82.734446,4,Wawa,4
41.859007,-88.057639,1,Starbucks,7
41.859007,-88.057639,3,McDonald's,4
41.859007,-88.057639,4,Shell Oil,3
40.803464,-74.36269,3,Dunkin',3
36.195462,-115.119012,1,Walmart,11
36.195462,-115.119012,3,7-Eleven,7
36.195462,-115.119012,4,McDonald's,7
33.379661,-111.755796,1,Walmart,8
33.379661,-111.755796,4,McDonald's,5
36.886734,-76.302231,1,7-Eleven,9
36.886734,-76.302231,2,Starbucks,9
36.886734,-76.302231,3,McDonald's,8
40.496091,-74.44393,1,Walmart,12
40.496091,-74.44393,2,McDonald's,9
41.846545,-87.978672,1,Target,8
41.846545,-87.978672,2,Shell Oil,8
32.441374,-93.718253,1,Walmart,10
32.441374,-93.718253,2,Target,8
32.441374,-93.718253,3,McDonald's,6
32.441374,-93.718253,4,Walgreens,6
26.187799,-80.115607,1,Starbucks,10
26.187799,-80.115607,2,McDonald's,8
26.187799,-80.115607,3,Dunkin',6
26.187799,-80.115607,4,Walmart,5
39.659657,-77.744704,1,Walmart,14
39.659657,-77.744704,3,McDonald's,8
30.426269,-86.6406,1,Walmart,16
30.426269,-86.6406,2,Target,10
30.426269,-86.6406,3,McDonald's,8
38.717837,-75.111233,2,Wawa,11
38.717837,-75.111233,3,Chick-fil-A,8
38.717837,-75.111233,4,Starbucks,6
39.374356,-77.412097,1,McDonald's,8
39.374356,-77.412097,2,Walmart,5
39.374356,-77.412097,3,Wawa,5
39.374356,-77.412097,4,Target,5
33.567482,-101.945023,1,Walmart,13
33.567482,-101.945023,2,Starbucks,11
39.187404,-84.26002,2,Chick-fil-A,6
39.187404,-84.26002,4,McDonald's,5
26.065731,-81.698698,1,Walmart,10
26.065731,-81.698698,4,McDonald's,6
28.346387,-81.486209,1,Walmart,17
28.346387,-81.486209,2,McDonald's,7
28.346387,-81.486209,3,7-Eleven,7
32.865756,-96.943649,1,Walmart,9
32.865756,-96.943649,2,McDonald's,9
41.651217,-88.204282,1,Target,8
41.651217,-88.204282,2,Walmart,7
41.651217,-88.204282,3,Starbucks,6
41.651217,-88.204282,4,McDonald's,5
43.075874,-89.453798,1,Target,12
43.075874,-89.453798,3,McDonald's,8
40.687129,-74.315764,1,Target,8
40.687129,-74.315764,2,McDonald's,8
40.687129,-74.315764,3,Dunkin',8
40.644189,-74.577273,1,Dunkin',7
40.644189,-74.577273,2,Starbucks,6
40.644189,-74.577273,3,Walgreens,5
40.297204,-74.682628,2,Target,6
40.297204,-74.682628,3,McDonald's,6
40.297204,-74.682628,4,Walmart,5
42.104761,-87.814236,1,Starbucks,8
42.104761,-87.814236,2,Target,7
39.008112,-94.844319,2,Walmart,11
39.008112,-94.844319,3,McDonald's,7
26.191566,-80.252629,1,Walmart,9
26.191566,-80.252629,3,McDonald's,5
26.191566,-80.252629,4,Dunkin',5
45.532968,-122.935123,1,McDonald's,9
45.532968,-122.935123,3,Starbucks,6
41.790955,-87.801132,1,McDonald's,7
41.790955,-87.801132,2,Walgreens,6
41.790955,-87.801132,3,Shell Oil,6
41.790955,-87.801132,4,Dunkin',6
28.095835,-81.974729,1,Walmart,8
28.095835,-81.974729,2,McDonald's,8
28.095835,-81.974729,3,Chick-fil-A,6
28.095835,-81.974729,4,Wawa,5
29.498073,-98.480013,2,Walmart,6
29.498073,-98.480013,4,Target,4
35.290564,-80.766022,2,Walmart,5
35.290564,-80.766022,3,Shell Oil,5
41.814541,-71.496456,1,Dunkin',9
25.478969,-80.441953,1,McDonald's,10
25.478969,-80.441953,2,Walgreens,7
25.478969,-80.441953,3,Walmart,7
25.478969,-80.441953,4,Starbucks,6
41.721341,-88.037942,1,McDonald's,8
41.721341,-88.037942,4,Shell Oil,6
40.504303,-88.99499,2,McDonald's,10
40.504303,-88.99499,3,Walmart,7
32.760531,-96.859275,2,McDonald's,9
26.100873,-80.126669,1,McDonald's,7
26.100873,-80.126669,3,Starbucks,5
26.100873,-80.126669,4,Wawa,4
40.509952,-88.954724,1,Chick-fil-A,8
40.509952,-88.954724,2,Walmart,7
38.423389,-82.419304,1,McDonald's,11
27.177999,-80.236066,1,Walmart,9
27.177999,-80.236066,4,Target,4
41.711841,-88.205138,2,McDonald's,5
41.711841,-88.205138,3,Starbucks,5
41.711841,-88.205138,4,Walmart,4
39.957381,-82.932422,2,Target,6
28.290793,-82.711914,1,Walmart,14
28.290793,-82.711914,2,McDonald's,10
28.290793,-82.711914,3,Wawa,8
36.126472,-97.053388,1,Walmart,14
36.126472,-97.053388,2,McDonald's,8
36.126472,-97.053388,4,Chick-fil-A,6
36.126472,-97.053388,1,Walmart,19
36.126472,-97.053388,3,McDonald's,7
41.721464,-87.679908,1,McDonald's,11
41.721464,-87.679908,2,Walmart,10
41.721464,-87.679908,3,Walgreens,6
41.721464,-87.679908,4,Shell Oil,6
43.479434,-83.970064,1,McDonald's,10
43.479434,-83.970064,3,Starbucks,9
43.479434,-83.970064,4,Walmart,7
40.781858,-74.191747,3,McDonald's,5
40.781858,-74.191747,4,Walgreens,5
33.90828,-84.205692,2,Chick-fil-A,8
33.90828,-84.205692,3,Walmart,7
33.90828,-84.205692,4,Starbucks,5
33.519359,-101.902495,2,Walmart,9
33.519359,-101.902495,3,Starbucks,9
41.817214,-73.092077,1,Dunkin',11
41.817214,-73.092077,2,Walmart,8
41.817214,-73.092077,3,Target,7
41.877746,-87.635401,1,McDonald's,7
41.877746,-87.635401,2,Dunkin',6
45.5098,-122.684552,1,McDonald's,11
45.5098,-122.684552,2,Starbucks,8
45.5098,-122.684552,3,Shell Oil,7
45.5098,-122.684552,4,7-Eleven,6
38.846419,-76.980412,1,McDonald's,13
38.846419,-76.980412,3,Shell Oil,6
39.989006,-75.009649,1,Wawa,8
39.989006,-75.009649,2,Walmart,6
39.989006,-75.009649,4,McDonald's,4
26.046944,-80.251109,1,Walmart,6
26.046944,-80.251109,2,Target,6
26.046944,-80.251109,3,Starbucks,5
39.750301,-104.999057,2,Starbucks,5
39.750301,-104.999057,3,Walmart,3
39.750301,-104.999057,2,Walmart,6
39.750301,-104.999057,3,McDonald's,6
38.943181,-95.252012,1,Walmart,7
38.943181,-95.252012,2,Target,6
36.066717,-94.166102,1,Walmart,16
36.066717,-94.166102,2,McDonald's,9
39.057054,-94.605619,2,McDonald's,8
39.057054,-94.605619,3,Walmart,6
33.47224,-84.44279,1,Chick-fil-A,13
33.47224,-84.44279,2,Walmart,12
27.785699,-82.728924,2,Target,5
41.712276,-71.489658,1,Walmart,10
41.712276,-71.489658,3,Target,7
41.712276,-71.489658,4,Dunkin',7
44.486767,-88.067502,2,Shell Oil,8
44.486767,-88.067502,3,Target,6
44.486767,-88.067502,4,Walmart,6
40.73053,-74.063694,2,7-Eleven,4
40.73053,-74.063694,4,Dunkin',3
41.497605,-72.808776,2,Dunkin',7
41.497605,-72.808776,3,Walmart,6
39.023405,-94.664903,2,McDonald's,14
39.023405,-94.664903,4,Walmart,6
41.373959,-83.624627,1,McDonald's,8
41.373959,-83.624627,2,Starbucks,8
41.373959,-83.624627,3,Walmart,7
46.892191,-114.039851,1,Walmart,10
46.892191,-114.039851,2,Target,9
46.892191,-114.039851,1,Walmart,16
37.721802,-97.363582,1,Walmart,15
37.721802,-97.363582,3,McDonald's,10
41.692045,-86.236013,1,McDonald's,14
41.692045,-86.236013,4,Chick-fil-A,5
29.564597,-95.562689,1,Walmart,8
29.564597,-95.562689,2,Chick-fil-A,6
29.564597,-95.562689,3,Target,5
29.564597,-95.562689,4,Starbucks,4
25.729124,-80.42804,1,McDonald's,9
25.729124,-80.42804,2,Walgreens,6
25.729124,-80.42804,4,Shell Oil,4
28.192923,-82.395063,3,McDonald's,6
28.192923,-82.395063,4,Walmart,6
44.448579,-73.208055,2,Walmart,5
44.448579,-73.208055,3,Starbucks,5
36.067484,-79.805286,1,Walmart,12
36.067484,-79.805286,2,McDonald's,11
36.067484,-79.805286,4,Chick-fil-A,7
35.170923,-80.807458,4,Chick-fil-A,5
25.826403,-80.368497,1,McDonald's,8
39.025814,-77.127035,4,Chick-fil-A,3
42.744038,-71.156588,3,Target,18
34.242669,-77.828314,2,Chick-fil-A,8
34.242669,-77.828314,3,McDonald's,8
35.551469,-77.405056,1,Starbucks,9
35.551469,-77.405056,4,McDonald's,5
40.659793,-111.887887,1,McDonald's,7
40.659793,-111.887887,3,Chick-fil-A,5
40.659793,-111.887887,4,7-Eleven,4
41.850913,-87.743811,1,McDonald's,10
41.850913,-87.743811,2,Walgreens,9
41.850913,-87.743811,3,Walmart,7
35.348785,-80.857777,1,McDonald's,9
35.348785,-80.857777,2,Target,8
35.348785,-80.857777,3,Walmart,7
42.094592,-88.336479,1,Shell Oil,5
42.094592,-88.336479,2,Starbucks,5
42.094592,-88.336479,4,Target,4
38.897765,-77.006891,4,McDonald's,3
38.62279,-76.913472,2,Chick-fil-A,8
38.62279,-76.913472,3,Walmart,8
38.62279,-76.913472,4,McDonald's,8
42.094592,-88.336479,1,Walmart,9
42.094592,-88.336479,2,Shell Oil,8
42.094592,-88.336479,3,Starbucks,7
42.094592,-88.336479,4,Target,5
28.824673,-81.640736,1,Chick-fil-A,8
28.824673,-81.640736,2,Target,8
28.824673,-81.640736,3,McDonald's,8
28.824673,-81.640736,4,Walmart,6
35.207431,-80.860247,1,Chick-fil-A,8
35.207431,-80.860247,2,McDonald's,8
35.207431,-80.860247,4,Walmart,4
41.945739,-87.709057,1,McDonald's,9
41.945739,-87.709057,2,Target,8
41.945739,-87.709057,4,Starbucks,5
41.990538,-72.584747,2,McDonald's,8
41.990538,-72.584747,3,Dunkin',7
40.137495,-88.258634,1,Walmart,10
40.137495,-88.258634,2,Target,9
40.137495,-88.258634,3,McDonald's,9
40.137495,-88.258634,1,Walmart,8
40.137495,-88.258634,3,Target,6
40.137495,-88.258634,4,Starbucks,5
26.008429,-80.29492,1,Walmart,7
26.008429,-80.29492,2,McDonald's,6
33.210651,-87.553558,1,Starbucks,13
33.210651,-87.553558,2,Shell Oil,13
32.836184,-97.132823,1,Walmart,9
32.836184,-97.132823,3,McDonald's,6
32.836184,-97.132823,4,Starbucks,5
35.188711,-101.866839,1,Walmart,12
42.010676,-87.712107,2,Walmart,8
42.010676,-87.712107,3,McDonald's,6
42.010676,-87.712107,4,Target,6
41.356847,-81.389511,1,Walmart,12
41.356847,-81.389511,2,Target,6
37.693977,-97.299472,2,McDonald's,7
37.693977,-97.299472,3,Walmart,7
33.069047,-96.87929,1,Walmart,9
33.069047,-96.87929,2,McDonald's,6
33.069047,-96.87929,3,Chick-fil-A,6
33.069047,-96.87929,1,Walmart,11
33.069047,-96.87929,2,Target,5
33.069047,-96.87929,3,Starbucks,4
33.069047,-96.87929,4,McDonald's,4
39.021399,-84.589727,2,McDonald's,6
39.021399,-84.589727,4,Walmart,3
41.881173,-87.635066,3,Walgreens,6
41.881173,-87.635066,4,McDonald's,6
38.042674,-84.502659,3,Starbucks,9
38.042674,-84.502659,4,McDonald's,6
40.562556,-111.890458,1,Walmart,8
40.562556,-111.890458,2,Target,5
40.562556,-111.890458,4,Chick-fil-A,3
41.525367,-87.47057,1,McDonald's,10
41.525367,-87.47057,2,Target,8
41.525367,-87.47057,4,Dunkin',4
41.810579,-87.968127,2,Target,5
41.810579,-87.968127,3,Walgreens,4
41.703895,-88.307006,1,Walmart,10
41.703895,-88.307006,2,McDonald's,8
41.703895,-88.307006,3,Target,7
41.703895,-88.307006,4,Starbucks,7
45.454696,-122.776955,1,Starbucks,9
45.454696,-122.776955,3,McDonald's,8
32.441374,-93.718253,1,Walmart,10
32.441374,-93.718253,2,Target,7
32.441374,-93.718253,3,Chick-fil-A,6
32.441374,-93.718253,4,Shell Oil,4
35.787669,-78.666807,1,Chick-fil-A,8
35.787669,-78.666807,3,McDonald's,4
35.787669,-78.666807,4,Target,3
41.513428,-72.106965,1,Walmart,16
41.513428,-72.106965,2,McDonald's,7
41.513428,-72.106965,4,Walgreens,5
41.469078,-87.030094,2,Walmart,9
41.469078,-87.030094,3,McDonald's,9
41.469078,-87.030094,4,Target,9
26.065731,-81.698698,2,7-Eleven,7
26.065731,-81.698698,3,Walmart,5
47.613549,-122.199857,1,Starbucks,8
47.613549,-122.199857,3,Shell Oil,3
47.613549,-122.199857,4,Target,3
35.088106,-80.85093,1,McDonald's,11
35.088106,-80.85093,2,Chick-fil-A,5
35.088106,-80.85093,4,Target,3
38.929706,-77.032435,1,Starbucks,9
38.929706,-77.032435,3,McDonald's,5
38.929706,-77.032435,4,Chick-fil-A,5
41.850685,-87.802817,1,McDonald's,8
41.850685,-87.802817,3,Walmart,5
41.850685,-87.802817,4,Walgreens,4
41.850685,-87.802817,1,McDonald's,7
41.850685,-87.802817,4,Chick-fil-A,5
43.075874,-89.453798,1,Target,26
39.203639,-77.247848,1,Walmart,7
39.203639,-77.247848,2,Target,7
39.203639,-77.247848,4,McDonald's,6
27.337166,-82.463298,1,Target,8
27.337166,-82.463298,2,Chick-fil-A,6
27.337166,-82.463298,3,Walmart,4
27.337166,-82.463298,4,McDonald's,4
42.112785,-87.978289,2,Target,3
42.112785,-87.978289,3,Walmart,3
44.117064,-70.225199,1,Dunkin',18
44.117064,-70.225199,2,McDonald's,12
38.885047,-94.667227,2,Starbucks,6
38.885047,-94.667227,3,Walmart,5
38.885047,-94.667227,4,Target,5
27.939654,-82.483391,1,Starbucks,10
27.939654,-82.483391,3,McDonald's,7
27.939654,-82.483391,4,Walmart,5
41.830209,-88.093803,1,McDonald's,7
41.830209,-88.093803,3,Target,5
41.830209,-88.093803,4,Starbucks,5
41.814541,-71.496456,1,Dunkin',17
41.814541,-71.496456,2,McDonald's,8
41.814541,-71.496456,3,Shell Oil,7
27.939654,-82.483391,1,Starbucks,9
27.939654,-82.483391,2,Chick-fil-A,7
27.939654,-82.483391,3,Walmart,6
27.939654,-82.483391,4,McDonald's,5
38.793925,-76.059407,1,McDonald's,8
38.793925,-76.059407,2,Walmart,7
38.793925,-76.059407,3,Target,6
45.534836,-122.877334,1,Starbucks,15
45.534836,-122.877334,3,Target,8
41.088779,-111.984699,2,Walmart,8
41.088779,-111.984699,3,Target,8
26.204799,-80.147419,1,Walgreens,5
26.204799,-80.147419,2,Walmart,5
26.204799,-80.147419,3,McDonald's,5
26.204799,-80.147419,4,7-Eleven,5
39.856148,-105.082459,1,McDonald's,6
39.856148,-105.082459,4,Shell Oil,4
38.740286,-77.213078,2,McDonald's,7
38.740286,-77.213078,3,Walmart,5
38.740286,-77.213078,4,7-Eleven,5
39.047453,-84.576213,1,McDonald's,10
42.26449,-88.980621,1,Walmart,7
42.26449,-88.980621,2,McDonald's,7
42.26449,-88.980621,4,Starbucks,4
28.290793,-82.711914,1,Walmart,15
28.290793,-82.711914,3,Wawa,7
28.290793,-82.711914,4,7-Eleven,6
41.157891,-95.934722,1,Walmart,13
41.157891,-95.934722,2,McDonald's,7
41.157891,-95.934722,3,Target,6
41.291714,-96.142858,1,Walmart,8
41.291714,-96.142858,2,Target,8
38.724201,-76.658879,1,Walmart,10
38.724201,-76.658879,2,McDonald's,5
38.724201,-76.658879,4,Wawa,4
30.358659,-97.73465,2,Walmart,5
41.880376,-87.640861,3,Starbucks,2
41.880376,-87.640861,4,McDonald's,2
41.877746,-87.635401,4,Starbucks,5
39.989006,-75.009649,1,Dunkin',7
39.989006,-75.009649,2,Wawa,6
39.989006,-75.009649,3,McDonald's,6
38.883057,-94.752131,2,Walmart,7
38.883057,-94.752131,4,McDonald's,4
29.111364,-81.026462,1,Walmart,12
29.111364,-81.026462,2,Target,11
34.213675,-77.9019,2,Walmart,9
34.213675,-77.9019,3,Chick-fil-A,6
34.213675,-77.9019,4,McDonald's,5
36.598174,-87.286103,1,Walmart,10
36.598174,-87.286103,2,McDonald's,6
36.598174,-87.286103,4,Target,5
39.750301,-104.999057,1,Starbucks,6
39.750301,-104.999057,2,McDonald's,5
39.750301,-104.999057,3,Target,4
39.750301,-104.999057,4,Shell Oil,4
41.112585,-83.201569,1,Walmart,17
29.869573,-81.323887,1,Target,9
29.869573,-81.323887,2,McDonald's,7
29.869573,-81.323887,3,Walmart,7
29.869573,-81.323887,4,Chick-fil-A,7
39.022672,-76.925778,1,Shell Oil,7
39.022672,-76.925778,2,McDonald's,6
39.721466,-75.115781,1,Wawa,15
39.721466,-75.115781,3,Dunkin',6
39.721466,-75.115781,4,McDonald's,6
40.803182,-74.021265,1,Target,12
40.803182,-74.021265,2,Walmart,8
40.803182,-74.021265,3,Dunkin',7
40.803182,-74.021265,4,McDonald's,6
42.669743,-82.995714,2,McDonald's,6
42.669743,-82.995714,3,Walmart,5
38.912603,-94.643201,2,Target,7
38.912603,-94.643201,3,McDonald's,7
28.516743,-81.37613,1,Wawa,9
28.516743,-81.37613,2,7-Eleven,8
28.516743,-81.37613,3,McDonald's,7
28.516743,-81.37613,4,Walmart,6
35.144436,-89.796158,1,Walmart,9
35.144436,-89.796158,3,McDonald's,5
41.497605,-72.808776,1,Chick-fil-A,10
41.497605,-72.808776,2,Dunkin',10
41.497605,-72.808776,4,McDonald's,8
39.023405,-94.664903,2,Walmart,9
40.35075,-74.069903,1,Dunkin',4
40.35075,-74.069903,4,7-Eleven,2
30.533099,-87.227575,1,Target,9
30.533099,-87.227575,2,Walmart,8
30.533099,-87.227575,4,Chick-fil-A,6
33.882403,-84.010515,1,Walmart,7
33.882403,-84.010515,2,Chick-fil-A,7
27.947472,-82.523933,1,Walmart,8
27.947472,-82.523933,2,Shell Oil,8
27.947472,-82.523933,4,7-Eleven,6
41.691906,-87.740274,1,McDonald's,8
41.691906,-87.740274,2,Walmart,6
41.691906,-87.740274,4,Shell Oil,5
38.920869,-76.993996,2,7-Eleven,8
38.920869,-76.993996,3,McDonald's,7
38.291999,-76.493633,1,Walmart,13
38.291999,-76.493633,2,Wawa,10
38.291999,-76.493633,3,Target,7
38.291999,-76.493633,4,McDonald's,7
41.173886,-87.852172,1,Target,12
41.173886,-87.852172,2,Walmart,11
42.384197,-87.954427,2,McDonald's,8
42.384197,-87.954427,3,Walmart,8
42.384197,-87.954427,4,Target,6
41.758677,-87.94432,1,Target,8
41.758677,-87.94432,3,Walmart,5
41.758677,-87.94432,4,Shell Oil,5
39.89565,-82.88178,1,McDonald's,10
39.89565,-82.88178,4,Walmart,5
41.779965,-87.645113,2,Starbucks,6
41.779965,-87.645113,3,Walgreens,5
41.779965,-87.645113,4,McDonald's,5
41.828277,-71.400504,1,Walmart,7
41.828277,-71.400504,3,Target,6
41.828277,-71.400504,4,McDonald's,6
28.467627,-81.308547,1,Walmart,13
28.467627,-81.308547,3,7-Eleven,10
41.941358,-87.68878,1,McDonald's,7
38.913366,-94.76154,2,McDonald's,8
38.913366,-94.76154,3,Target,8
38.913366,-94.76154,4,Starbucks,7
29.761458,-95.751207,1,Walmart,9
41.386317,-81.97467,1,McDonald's,8
41.386317,-81.97467,4,Starbucks,4
39.335356,-76.485055,2,McDonald's,8
39.335356,-76.485055,3,Walmart,6
39.335356,-76.485055,4,7-Eleven,5
40.540914,-74.366081,1,Walmart,5
40.540914,-74.366081,3,Dunkin',3
42.744038,-71.156588,3,Target,6
39.854879,-82.825124,1,Walmart,14
39.854879,-82.825124,2,McDonald's,10
39.854879,-82.825124,4,Starbucks,6
39.674339,-104.810646,1,Walmart,5
39.674339,-104.810646,3,McDonald's,4
39.674339,-104.810646,4,Starbucks,4
25.927572,-80.180925,1,Chick-fil-A,11
25.927572,-80.180925,2,McDonald's,2
38.972685,-95.28946,1,McDonald's,13
38.972685,-95.28946,2,Walmart,6
38.972685,-95.28946,4,Chick-fil-A,5
31.778927,-106.504036,1,Walmart,8
31.778927,-106.504036,3,Walgreens,7
39.067774,-77.485309,2,Chick-fil-A,4
39.067774,-77.485309,3,Walmart,3
39.067774,-77.485309,4,McDonald's,3
41.801637,-88.172366,2,Starbucks,5
41.801637,-88.172366,3,McDonald's,5
40.432075,-111.8884,2,Walmart,6
40.432075,-111.8884,3,Chick-fil-A,4
40.432075,-111.8884,4,Target,4
40.104021,-83.157328,1,Starbucks,6
40.104021,-83.157328,3,McDonald's,3
26.25412,-81.800212,1,Walmart,7
26.25412,-81.800212,3,Dunkin',6
26.25412,-81.800212,4,McDonald's,4
45.495326,-122.809004,1,McDonald's,12
45.495326,-122.809004,4,Starbucks,6
39.631689,-79.954503,2,McDonald's,11
39.631689,-79.954503,3,Walmart,5
39.631689,-79.954503,4,Starbucks,5
41.650121,-72.729415,1,Dunkin',8
41.650121,-72.729415,2,Target,6
41.650121,-72.729415,4,Walmart,6
41.938726,-88.114244,1,McDonald's,7
41.938726,-88.114244,2,Walmart,6
41.938726,-88.114244,3,Starbucks,6
41.938726,-88.114244,4,Target,5
41.888818,-87.804057,1,McDonald's,10
41.888818,-87.804057,4,Target,5
41.356847,-81.389511,1,Walmart,13
41.356847,-81.389511,2,Target,9
41.356847,-81.389511,3,McDonald's,8
41.888818,-87.804057,1,Target,5
41.888818,-87.804057,2,Walmart,3
41.888818,-87.804057,4,Chick-fil-A,3
43.085613,-88.066778,3,Chick-fil-A,5
43.085613,-88.066778,2,Target,8
43.085613,-88.066778,4,Walmart,6
38.238956,-85.721338,2,McDonald's,6
38.238956,-85.721338,3,Starbucks,5
38.243162,-85.508772,1,Chick-fil-A,7
38.243162,-85.508772,3,McDonald's,6
38.243162,-85.508772,4,Walmart,5
40.743077,-89.631148,1,Walmart,6
40.743077,-89.631148,2,McDonald's,5
40.743077,-89.631148,3,Target,5
45.434118,-122.572423,1,McDonald's,10
45.434118,-122.572423,4,Walmart,6
28.55253,-81.526935,1,Walmart,15
28.55253,-81.526935,2,McDonald's,8
28.55253,-81.526935,3,Chick-fil-A,7
39.096501,-77.192668,1,Starbucks,6
39.096501,-77.192668,4,McDonald's,3
42.048978,-88.078895,1,Walgreens,5
42.048978,-88.078895,4,Starbucks,4
41.080694,-73.461447,3,Dunkin',6
34.303259,-83.858695,1,Chick-fil-A,10
34.303259,-83.858695,2,Walmart,8
34.303259,-83.858695,3,McDonald's,7
42.138619,-88.0255,1,Target,7
42.138619,-88.0255,2,Walmart,6
42.138619,-88.0255,3,McDonald's,6
42.138619,-88.0255,4,Starbucks,6
30.08864,-95.521543,1,Target,9
30.08864,-95.521543,2,Walmart,8
30.08864,-95.521543,3,Chick-fil-A,6
30.08864,-95.521543,4,Starbucks,4
41.368865,-72.918355,1,Walmart,6
41.368865,-72.918355,3,Dunkin',5
41.368865,-72.918355,4,McDonald's,5
27.310687,-80.406444,1,Walmart,9
27.310687,-80.406444,2,McDonald's,8
27.310687,-80.406444,3,Wawa,7
27.310687,-80.406444,4,Starbucks,7
28.073067,-82.738277,1,Walmart,9
28.073067,-82.738277,2,McDonald's,8
28.073067,-82.738277,3,Starbucks,6
28.073067,-82.738277,4,Shell Oil,5
36.003533,-115.110561,1,Starbucks,11
36.003533,-115.110561,3,McDonald's,7
36.003533,-115.110561,4,Walmart,6
43.075874,-89.453798,2,Target,8
43.075874,-89.453798,3,McDonald's,7
43.075874,-89.453798,4,Chick-fil-A,5
40.719846,-74.563629,4,Dunkin',4
42.104761,-87.814236,1,Target,8
42.104761,-87.814236,2,Starbucks,4
41.090934,-73.455627,1,Walmart,8
41.090934,-73.455627,2,Dunkin',6
41.090934,-73.455627,3,Starbucks,5
41.090934,-73.455627,4,McDonald's,4
42.00758,-87.885512,1,Target,11
42.00758,-87.885512,2,Walmart,6
42.00758,-87.885512,3,Starbucks,4
42.00758,-87.885512,4,Walgreens,4
39.713889,-86.355976,1,Walmart,10
39.713889,-86.355976,2,McDonald's,7
39.713889,-86.355976,3,Chick-fil-A,7
41.79746,-88.118756,1,McDonald's,10
41.79746,-88.118756,2,Starbucks,7
41.79746,-88.118756,3,Walgreens,5
41.79746,-88.118756,4,Shell Oil,5
35.290564,-80.766022,3,McDonald's,6
35.290564,-80.766022,4,Walmart,6
41.928516,-87.787218,1,McDonald's,10
41.928516,-87.787218,3,Dunkin',5
41.928516,-87.787218,4,Walgreens,4
27.938769,-82.32366,2,Walmart,8
27.938769,-82.32366,3,McDonald's,8
27.938769,-82.32366,4,Wawa,8
27.938769,-82.32366,1,Wawa,8
27.938769,-82.32366,3,McDonald's,8
27.938769,-82.32366,4,Walmart,8
38.793925,-76.059407,1,Wawa,7
38.793925,-76.059407,3,McDonald's,6
38.793925,-76.059407,4,Target,6
40.741741,-73.993372,1,Starbucks,7
40.741741,-73.993372,2,Dunkin',3
40.741741,-73.993372,3,McDonald's,2
27.960161,-82.505023,1,Walmart,12
27.960161,-82.505023,2,McDonald's,7
27.960161,-82.505023,3,Starbucks,6
39.003568,-94.629873,1,Starbucks,6
39.003568,-94.629873,3,Chick-fil-A,3
39.003568,-94.629873,4,Target,3
26.204799,-80.147419,1,McDonald's,7
26.204799,-80.147419,2,Walmart,6
26.204799,-80.147419,3,Dunkin',5
26.204799,-80.147419,4,Starbucks,4
44.77466,-91.438067,3,Walmart,5
27.234772,-80.267635,2,Walmart,9
27.234772,-80.267635,3,Target,8
27.234772,-80.267635,4,McDonald's,7
27.177999,-80.236066,1,Wawa,7
27.177999,-80.236066,2,Walmart,7
27.177999,-80.236066,3,Chick-fil-A,6
27.177999,-80.236066,4,McDonald's,5
27.177999,-80.236066,2,Wawa,6
27.177999,-80.236066,3,McDonald's,5
27.177999,-80.236066,4,Walmart,5
28.043484,-82.590404,2,Walmart,8
28.043484,-82.590404,3,7-Eleven,7
28.043484,-82.590404,4,Starbucks,7
39.289763,-84.466111,1,McDonald's,8
39.289763,-84.466111,2,Shell Oil,7
39.289763,-84.466111,4,Target,6
41.541791,-87.851342,1,Target,8
41.541791,-87.851342,2,Starbucks,5
41.541791,-87.851342,4,McDonald's,4
26.934231,-80.130647,1,Walmart,5
26.934231,-80.130647,2,Dunkin',4
25.769278,-80.359828,1,McDonald's,10
25.769278,-80.359828,2,Target,8
25.769278,-80.359828,3,Walmart,6
36.766188,-76.252406,1,Walmart,30
36.766188,-76.252406,2,7-Eleven,20
36.766188,-76.252406,3,McDonald's,20
25.686531,-80.364642,3,McDonald's,6
41.880376,-87.640861,2,Starbucks,5
41.880376,-87.640861,3,Dunkin',5
33.855531,-84.5993,1,Chick-fil-A,13
33.855531,-84.5993,2,Walmart,9
33.855531,-84.5993,3,McDonald's,7
41.799777,-87.587793,1,Starbucks,9
41.799777,-87.587793,2,Walgreens,9
39.989006,-75.009649,1,Wawa,9
39.989006,-75.009649,2,Walmart,6
39.989006,-75.009649,1,Walmart,10
39.989006,-75.009649,2,Wawa,8
39.989006,-75.009649,3,Dunkin',6
29.111364,-81.026462,1,Wawa,13
29.111364,-81.026462,3,Walmart,10
29.111364,-81.026462,4,Target,8
41.911346,-87.635131,1,Starbucks,10
41.911346,-87.635131,2,Dunkin',4
41.911346,-87.635131,3,McDonald's,4
25.6263,-80.394419,1,McDonald's,8
